Matriz,Zona ,Lugar de Muestreo,Punto de Monitoreo,Barrido,Fecha,Hora,Altitud(msnm),latitud,longitud,Caudal (L/s),pH,Temperatura Ambiente (°C),Temperatura Muestra (°C),Oxígeno disueltomg O2/L,DQOmg O2/L,DBO5mg O2/L,Conductividad(25 °C)µs/cm,Fósforo Totalmg P/L,Nitrógeno Totalmg N/L,Nitrógeno Total Kjeldahlmg N/L,Nitratosmg NO3  N/L,Nitritosmg NO2  N/L,Grasas y Aceitesmg/L,Sólidos suspendidos Totales mg/L,Sólidos suspendidos volátiles mg/L,Sólidos Totalesmg/L,Turbidez NTU,Fenolesmg Fenol/L,Cromomg Cr /L,Cianuro mg CN/L,Mercuriomg Hg/L,Sulfurosmg S2/L ,Coliformes TotalesNMP/100 mL,Coliformes FecalesNMP/100 mL,ÍNDICE DE CALIDAD DE AGUA ICA,Tramo Acuerdo 39 de 2015,Longitud del tramo (Km)
Red Calidad Agua,Quebrada La Iglesia y Afluentes,Quebrada la Cascada,QLC-B-01,06/01/2015 12:00:00 AM,2015-06-02T00:00:00,8:55am,947,"  7° 6'18.14""N"," 73° 6'18.88""W",35,7.88,23.8,20.6,5.93,<15,2.4,343,0.8,6.28,-,29,-,9.9,11,<20,225,1.31,-,-,-,-,-,1600000,540000,0.42,QLC-B-01,0.402
Red Calidad Agua,Quebrada La Iglesia y Afluentes,Quebrada La Iglesia,QLI-B-03,06/01/2015 12:00:00 AM,2015-06-02T00:00:00,9:38am,846,"  7° 5'35.55""N"," 73° 7'9.84""W",216,7.93,26.9,24.2,2.43,264.0,139,750,2.1,17.42,-,6.65,-,87.5,203,94.0,512,11.8,-,-,-,-,-,110000000,79000000,0.2,QLI-B-03 /  QLI-B-03_QLI-B-02,6.556000000000001
Red Calidad Agua,Quebrada La Iglesia y Afluentes,Quebrada el Macho,QM-B-01,06/01/2015 12:00:00 AM,2015-06-02T00:00:00,10:30am.,827," 7° 5'30.18""N"," 73° 7'18.08""W",9.3,7.61,28.8,24.8,5.44,23.8,9.5,431,1.1,12.91,-,3,-,<6.3,<10,<20,226,1.2,-,-,-,-,-,540000,240000,0.37,QMB-B-01,0.158
Red Calidad Agua,Quebrada La Iglesia y Afluentes,Quebrada la Guacamaya,QG-B-01,06/01/2015 12:00:00 AM,2015-06-02T00:00:00,11:10am,845,"  7° 5'33.63""N"," 73° 7'23.76""W",13,7.43,25.8,24.6,0.49,477.0,151,744,2.2,33.13,-,7.22,-,77.5,150,86.0,667,76.6,-,-,-,-,-,9200000,9200000,0.19,QG-B-01,0.083
Red Calidad Agua,Quebrada La Iglesia y Afluentes,Quebrada La Iglesia,QLI-B-02,06/01/2015 12:00:00 AM,2015-06-02T00:00:00,1:00pm,743,"  7° 4'58.93""N"," 73° 9'8.89""W",316,8.16,27.3,24.7,5.54,61.4,22.8,605,1.6,17.82,-,2.39,-,<6.3,24,<20,372,2.72,-,-,-,-,-,16000000,16000000,0.34,QLI-B-03_QLI-B-02 /  QLI-B-02_QLI-G-01,6.853
Red Calidad Agua,Quebrada La Iglesia y Afluentes,Quebrada el Carrasco,QC-B-01,06/01/2015 12:00:00 AM,2015-06-02T00:00:00,12:00pm,758,"  7° 4'58.23""N"," 73° 9'9.33""W",1.69,8.37,28.9,25.5,0,2826.0,1037,10340,2.0,659.28,-,89,-,12,110,162.0,6260,174,0.25,<0.0023,-,<0.109,-,1600000,1600000,0.22,QC-B-01,0.02
Red Calidad Agua,Quebrada La Iglesia y Afluentes,Quebrada La Iglesia,QLI-G-01,06/01/2015 12:00:00 AM,2015-06-02T00:00:00,3:30pm,710,"  7° 4'45.36""N"," 73°10'11.15""W",376,8.23,23.5,24.5,6.51,68.8,24,630,1.5,20.62,-,2.75,-,<6.3,32.7,<20,382,2.58,-,-,-,-,-,540000,350000,0.35,QLI-B-02_QLI-G-01,2.296
Red Calidad Agua,Río Frío y Afluentes,Quebrada Aranzoque,QAZ-F-02,06/01/2015 12:00:00 AM,2015-06-02T00:00:00,1:30pm.,913,"  7° 5'5.92""N"," 73° 5'2.73""W",182,7.63,23.6,23.9,7,<15,3.6,296,0.3,<4.0,-,15.7,-,<6.3,36,<20,235,4.99,-,-,-,-,-,92000,92000,0.42,QAZ-F-02_QAZ-F-01,3.484
Red Calidad Agua,Río Frío y Afluentes,Quebrada Aranzoque,QAZ-F-01,06/01/2015 12:00:00 AM,2015-06-02T00:00:00,12:00pm,819," 7° 3'28.82""N"," 73° 6'18.48""W",238,7.74,26.6,23.6,6.61,<15,2.9,285,0.1,<4.0,-,19.7,-,<6.3,<10,<20,195,2.84,-,-,-,-,-,54000,22000,0.43,QAZ-F-02_QAZ-F-01,3.484
Red Calidad Agua,Río Frío y Afluentes,Quebrada Zapamanga,QZA-F-02,06/01/2015 12:00:00 AM,2015-06-02T00:00:00,8:20am,897,"  7° 3'25.31""N"," 73° 4'58.74""W",50,7.87,20,19.1,8.75,<15,2.1,206,0.1,<4.00,-,6.58,-,<6.3,29.1,<20,178,4.72,-,-,-,-,-,35000,24000,0.47,QZA-F-02_QZA-F-01,6.021
Red Calidad Agua,Río Suratá y otras corrientes,Quebrada Soratoque,QSO-P-01,06/01/2015 12:00:00 AM,2015-06-03T00:00:00,3:07pm,987,"  6°59'27.90""N"," 73° 3'26.87""W",18,7.75,26.9,23.8,5.15,32.4,13.6,468,0.4,<4.0,-,10.8,-,<6.3,55.3,<20,368,1.42,-,-,-,-,-,350000,130000,0.33,QSO-P-01 _QP-P-01,0.34
Red Calidad Agua,Río Suratá y otras corrientes,Quebrada La Palmira,QP-P-01,06/01/2015 12:00:00 AM,2015-06-03T00:00:00,3:30pm,997,"  6°59'26.21""N"," 73° 3'34.26""W",15,7.45,25.9,25,3.5,95.5,30.4,601,1.3,11.37,-,6.33,-,<6.3,71,<20,432,13.8,-,-,-,-,-,1600000,1600000,0.27,QSO-P-01 _QP-P-01,0.34
Red Calidad Agua,Río Frío y Afluentes,Quebrada Zapamanga,QZA-F-01,06/01/2015 12:00:00 AM,2015-06-02T00:00:00,11:00am,779,"  7° 3'54.54""N"," 73° 7'10.46""W",132,7.88,24.3,23.6,6.41,<15,2.7,327,0.6,4.91,-,16.4,-,<6.3,<10,<20,224,4.41,-,-,-,-,-,920000,280000,0.42,QZA-F-02_QZA-F-01,6.021
Red Calidad Agua,Río Suratá y otras corrientes,Quebrada Las Nieves,QN-G-01,06/01/2015 12:00:00 AM,2015-06-03T00:00:00,8:00am,713,"  7° 3'58.97""N"," 73°10'3.13""W",2.92,7.66,25.8,24.6,0,513.0,246,982,3.1,62.43,-,10,-,44.7,132,100.0,652,102,-,-,-,-,-,9200000,5400000,0.19,QN-G-01,0.053
Red Calidad Agua,Río Frío y Afluentes,Río Frío,RF-F-04,06/01/2015 12:00:00 AM,2015-06-02T00:00:00,9:30am,975,"  7° 4'4.58""N"," 73° 4'29.57""W",152,7.54,23.2,20.6,8.16,<15,5.1,91,<0.1,<4.00,-,2.8,-,<6.3,44.7,<20,127,5.01,-,-,-,-,-,9200,5400,0.38,RF-F-04_RF-F-03,5.794
Red Calidad Agua,Río Frío y Afluentes,Río Frío,RF-F-03,06/01/2015 12:00:00 AM,2015-06-02T00:00:00,,786,"  7° 3'53.50""N"," 73° 7'10.95""W",502.7,7.83,23.7,21.9,8.36,<15,4.9,188,0.3,9,-,11.4,-,<6.3,15.3,<20,186,2.55,-,-,-,-,-,920000,350000,0.65,RF-F-04_RF-F-03 / RF-F-03_RF-F-02,6.763
Red Calidad Agua,Río Frío y Afluentes,Río Frío,RF-F-02,06/01/2015 12:00:00 AM,2015-06-03T00:00:00,10:45am.,764,"  7° 3'54.12""N"," 73° 7'31.19""W",443,7.8,28.8,24.2,6.8,21.0,10.7,148,0.4,<4.0,-,5.27,-,<6.3,114,<20,243,37.7,-,-,-,-,-,54000,54000,0.41,RF-F-03_RF-F-02 / RF-F-02_RF-G-02A ,4.58
Red Calidad Agua,Río Frío y Afluentes,Río Frío,RF-G-01,06/01/2015 12:00:00 AM,2015-06-03T00:00:00,9:35am,701,"  7° 3'53.70""N"," 73° 9'54.01""W",1766,7.7,26.7,28.5,3.79,125.0,44.2,534,2.3,24.22,-,4.78,-,12.7,163,40.0,433,24,-,-,-,-,-,92000,92000,0.27,RF-G-02A_RF-G-01,2.608
Red Calidad Agua,Río Suratá y otras corrientes,Río Suratá,RSA-B-02,06/01/2015 12:00:00 AM,2015-06-03T00:00:00,3:20pm,658,"  7° 9'28.88""N"," 73° 7'45.38""W",1677,7.86,26.5,22.3,7.97,30.8,10.5,193,0.4,4.4,-,7.19,-,<6.3,86.7,<20,216,4.06,-,-,<0.005,<0.0023,-,92000,92000,0.31,RSA-B-02_RSA-B-01,2.28
Red Calidad Agua,Río Suratá y otras corrientes,Río Suratá,RSA-B-01,06/01/2015 12:00:00 AM,2015-06-03T00:00:00,4:30pm,617,"  7° 9'58.10""N"," 73° 8'35.70""W",4787,8.06,23.9,21.2,7.87,17.0,5.4,188,0.4,4,-,5.28,-,<6.3,96,<20,230,16.6,-,-,<0.005,<0.0023,-,35000,35000,0.5,RSA-B-02_RSA-B-01,2.28
Red Calidad Agua,Río de Oro,Río de Oro,RO-P-07,06/01/2015 12:00:00 AM,2015-06-11T00:00:00,10:00am.,1026,"  6°59'23.24""N"," 73° 2'26.97""W",693,7.42,20,18.1,6.7,29.4,9.1,102,0.5,22,-,2.31,-,"<6,3",82.8,29.5,161,31.2,-,-,-,-,-,3500,1300,0.46,RO-P-07_RO-P-06,3.977
Red Calidad Agua,Río de Oro,Río de Oro,RO-P-06,06/01/2015 12:00:00 AM,2015-06-11T00:00:00,11:00am,911,"  6°58'5.63""N"," 73° 3'37.30""W",750,7.05,23,20.2,6.61,64.5,16.3,176,0.3,5.43,-,1.91,-,6.6,107,21.0,232,18.8,-,-,-,-,-,160000,160000,0.37,RO-P-07_RO-P-06 / RO-P-06_RO-P-06A,8.03
Red Calidad Agua,Río de Oro,Río de Oro,RO-G-05,06/01/2015 12:00:00 AM,2015-06-11T00:00:00,12:15pm.,733,"  7° 1'41.00""N"," 73° 9'54.08""W",2287,7.48,29.8,25.9,6.41,22.8,10.5,212,<0.100,<4.00,-,17,-,<6.3,20.8,<20,153,4.9,-,-,-,-,-,9200,9200,0.44,RO-G-05_RO-G-04,3.127
Red Calidad Agua,Río de Oro,Río de Oro,RO-G-04,06/01/2015 12:00:00 AM,2015-06-11T00:00:00,1:15pm,719,"  7° 2'55.60""N"," 73°10'4.04""W",2225,7.25,31.2,25.5,5.54,51.4,16.7,295,<0.100,5.88,-,39.2,-,<6.3,33.2,<20,218,2.19,-,-,-,-,-,22000,14000,0.37,RO-G-05_RO-G-04 / RO-G-04_RO-G-03,10.026
Red Calidad Agua,Río de Oro,Río de Oro,RO-G-03,06/01/2015 12:00:00 AM,2015-06-12T00:00:00,9:00am.,653,"  7° 5'52.72""N"," 73°10'20.48""W",3084,7.53,30.1,25.5,0,171.0,73,504,<0.100,31.2,-,5.24,-,9.1,86.2,36.0,378,17.6,-,-,-,-,-,2.300.000,2.300.000,0.26,RO-G-04_RO-G-03 / RO-G-03_RO-B-02 ,10.783999999999999
Red Calidad Agua,Río de Oro,Río de Oro,RO-B-02,06/01/2015 12:00:00 AM,2015-06-12T00:00:00,11:00am,653,"  7° 7'31.56""N"," 73° 9'39.31""W",4915,7.32,32.8,29.4,1.36,167.0,44.7,545,2.1,26.02,-,7.68,-,<6.3,95,29.3,397,16.8,-,-,-,-,-,920000,540000,0.3,RO-G-03_RO-B-02 / RO-B-02_RO-B-01 ,9.171
Red Calidad Agua,Río de Oro,Río de Oro,RO-B-01,06/01/2015 12:00:00 AM,2015-06-12T00:00:00,12:40pm,615,"  7° 9'57.14""N"," 73° 8'38.93""W",3757,7.42,32.5,26.5,2.91,94.7,24.3,561,<0.100,<4.00,-,4.22,-,<6.3,48.7,<20,331,20.6,-,-,-,-,-,1600000,1600000,0.34,RO-B-02_RO-B-01,5.286
Red Calidad Agua,Escarpa,Quebrada Chimitá,QCA-B-01,07/01/2015 12:00:00 AM,2015-07-07T00:00:00,9:40am,689,"  7° 5'47.94""N"," 73° 9'56.19""W",541,7.93,23.7,21.4,2,746.0,286,1077,3.0,71.94,-,3.82,-,11,460,152.0,952,96.8,-,-,-,-,-,54000000,54000000,0.15,QCA-B-01,0.778
Red Calidad Agua,Escarpa,Quebrada Cuyamita,QCY-B-01,07/01/2015 12:00:00 AM,2015-07-07T00:00:00,10:20am,673,"  7° 6'38.29""N"," 73° 9'39.13""W",36,7.82,24.5,24.1,2,178.0,57.9,898,2.4,45.13,-,4.2,-,< 6.3,204,68.3,603,50.8,-,-,-,-,-,13000000,13000000,0.2,QCY-B-01,1.089
Red Calidad Agua,Escarpa,Quebrada Las Navas,QLN-B-01,07/01/2015 12:00:00 AM,2015-07-07T00:00:00,3:20pm,650,"  7° 8'15.31""N"," 73° 9'11.20""W",99,7.99,23.2,23.6,4.67,146.0,38.5,876,2.5,41.23,-,2.89,-,< 6.3,17,<20.0,435,5.92,-,-,-,-,-,3300000,2300000,0.3,QLN-B-01,0.24
Red Calidad Agua,Escarpa,Quebrada Chapinero,QCH-B-01,07/01/2015 12:00:00 AM,2015-07-07T00:00:00,4:10pm,657,"  7° 8'32.04""N"," 73° 9'5.63""W",446,7.89,24.6,22.1,4.47,598.0,254,861,2.5,38.86,-,2.48,-,51.9,62.8,26.8,525,18.5,-,-,-,-,-,35000000,35000000,0.28,QCH-B-01,0.548
Red Calidad Agua,Escarpa,Quebrada La Picha,QLP-B-01,07/01/2015 12:00:00 AM,2015-07-07T00:00:00,4:40pm.,659,"  7° 8'55.76""N"," 73° 8'56.34""W",64,7.57,23.6,22.2,0,890.0,358,529,1.8,24.66,-,2.55,-,33.2,5720,588.0,5764,630,-,-,-,-,-,4900000,4900000,0.12,QLP-B-01,0.188
Red Calidad Agua,Quebrada La Iglesia y Afluentes,Quebrada La Flora,QLF-B-01,07/01/2015 12:00:00 AM,2015-07-13T00:00:00,12:45pm,1009,"  7° 7'9.27""N"," 73° 6'17.28""W",35,8.4,25,20.8,6.5,< 15,6.3,226,0.3,< 4.00,-,4.4,-,< 6.3,141,<20.0,322,35.3,-,-,-,-,-,240000,240000,0.4,QLF-B-01,1.893
Red Calidad Agua,Quebrada La Iglesia y Afluentes,Quebrada la Cascada,QLC-B-01,07/01/2015 12:00:00 AM,2015-07-13T00:00:00,1:50pm.,947,"  7° 6'18.14""N"," 73° 6'18.88""W",41,7.85,24.5,22.1,7.11,< 15,6.3,336,0.4,< 4.00,-,14.4,-,< 6.3,11.7,<20.0,241,8.64,-,-,-,-,-,92000,54000,0.4,QLC-B-01,0.402
Red Calidad Agua,Quebrada La Iglesia y Afluentes,Quebrada La Iglesia,QLI-B-03,07/01/2015 12:00:00 AM,2015-07-13T00:00:00,2:41pm,846,"  7° 5'35.55""N"," 73° 7'9.84""W",0.235,7.64,26.8,24.2,5.28,253.0,104,572,1.5,19.61,-,7.73,-,16.8,397,136.0,692,80.2,-,-,-,-,-,1600000,1600000,0.2,QLI-B-03 /  QLI-B-03_QLI-B-02,6.556000000000001
Red Calidad Agua,Quebrada La Iglesia y Afluentes,Quebrada el Macho,QM-B-01,07/01/2015 12:00:00 AM,2015-07-13T00:00:00,3:10pm,827," 7° 5'30.18""N"," 73° 7'18.08""W",1.54,7.59,27.1,26.2,7.52,16.3,6.5,515,0.8,13.58,-,5.68,-,< 6.3,35.3,<20.0,286,2.35,-,-,-,-,-,240000,240000,0.4,QMB-B-01,0.158
Red Calidad Agua,Quebrada La Iglesia y Afluentes,Quebrada la Guacamaya,QG-B-01,07/01/2015 12:00:00 AM,2015-07-13T00:00:00,3:40pm,845,"  7° 5'33.63""N"," 73° 7'23.76""W",12,7.45,23.5,23.8,0,432.0,121,765,2.2,33.54,-,12.5,-,46.5,110,62.0,587,122,-,-,-,-,-,1600000,1600000,0.2,QG-B-01,0.083
Red Calidad Agua,Quebrada La Iglesia y Afluentes,Quebrada La Iglesia,QLI-B-02,07/01/2015 12:00:00 AM,2015-07-09T00:00:00,2:40pm,743,"  7° 4'58.93""N"," 73° 9'8.89""W",223,7.93,30.5,27,4.27,109.0,59.2,734,2.3,35.81,-,4.01,-,< 6.3,21.2,<20.0,387,7.12,-,-,-,-,-,3300000,1300000,0.3,QLI-B-03_QLI-B-02 /  QLI-B-02_QLI-G-01,6.853
Red Calidad Agua,Quebrada La Iglesia y Afluentes,Quebrada el Carrasco,QC-B-01,07/01/2015 12:00:00 AM,2015-07-09T00:00:00,2:20pm,758,"  7° 4'58.23""N"," 73° 9'9.33""W",1.88,8.31,30.8,27.6,0,4441.0,2237,11460,2.5,149.89,-,131,-,14.5,175,98.0,7400,256,0.44,< 0.109,-,< 0.0019,-,1600000,350000,0.19,QC-B-01,0.02
Red Calidad Agua,Quebrada La Iglesia y Afluentes,Quebrada La Iglesia,QLI-G-01,07/01/2015 12:00:00 AM,2015-07-13T00:00:00,4:15pm,710,"  7° 4'45.36""N"," 73°10'11.15""W",310,8.09,28.9,25.5,5.18,88.9,39.8,637,2.0,20.35,-,1.27,-,< 6.3,28,<20.0,367,20.4,-,-,-,-,-,1600000,1600000,0.32,QLI-B-02_QLI-G-01,2.296
Red Calidad Agua,Río Frío y Afluentes,Quebrada Aranzoque,QAZ-F-02,07/01/2015 12:00:00 AM,2015-07-13T00:00:00,10:20am,913,"  7° 5'5.92""N"," 73° 5'2.73""W",145,7.42,26.9,22.7,4.37,37.8,17.4,394,0.1,6.31,-,2.65,-,< 6.3,104,42.0,320,52.2,-,-,-,-,-,350000,350000,0.29,QAZ-F-02_QAZ-F-01,3.484
Red Calidad Agua,Río Frío y Afluentes,Quebrada Aranzoque,QAZ-F-01,07/01/2015 12:00:00 AM,2015-07-09T00:00:00,11:10am,819," 7° 3'28.82""N"," 73° 6'18.48""W",51,7.78,20.6,18.6,6.3,< 15,8.6,395,0.4,< 4.00,-,7.1,-,< 6.3,< 10,<20.0,246,< 1.0,-,-,-,-,-,16000,16000,0.37,QAZ-F-02_QAZ-F-01,3.484
Red Calidad Agua,Río Frío y Afluentes,Quebrada Zapamanga,QZA-F-02,07/01/2015 12:00:00 AM,2015-07-09T00:00:00,11:24am,897,"  7° 3'25.31""N"," 73° 4'58.74""W",72,7.59,26.8,24.4,5.49,22.2,6.1,286,0.9,< 4.00,-,3.32,-,< 6.3,< 10,<20.0,200,< 1.0,-,-,-,-,-,9200,9200,0.38,QZA-F-02_QZA-F-01,6.021
Red Calidad Agua,Río Suratá y otras corrientes,Quebrada Soratoque,QSO-P-01,07/01/2015 12:00:00 AM,2015-07-07T00:00:00,8:00am,987,"  6°59'27.90""N"," 73° 3'26.87""W",8,7.8,20.5,21.4,4.98,26.4,5.9,601,0.8,< 4.00,-,5.58,-,< 6.3,< 10,<20.0,379,1.3,-,-,-,-,-,54000,35000,0.37,QSO-P-01 _QP-P-01,0.34
Red Calidad Agua,Río Suratá y otras corrientes,Quebrada La Palmira,QP-P-01,07/01/2015 12:00:00 AM,2015-07-07T00:00:00,8:40am,997,"  6°59'26.21""N"," 73° 3'34.26""W",46,7.2,22.2,20.6,2.33,35.5,7.4,267,0.6,8.2,-,3.42,-,< 6.3,16,<20.0,191,1.3,-,-,-,-,-,35000,35000,0.32,QSO-P-01 _QP-P-01,0.34
Red Calidad Agua,Río Frío y Afluentes,Quebrada Zapamanga,QZA-F-01,07/01/2015 12:00:00 AM,2015-07-09T00:00:00,9:20am,779,"  7° 3'54.54""N"," 73° 7'10.46""W",147,7.42,22.1,21.2,7.62,< 15,7.1,21.2,0.2,<0.14,-,2.59,-,< 6.3,48.6,<20.0,201,10.2,-,-,-,-,-,54000,54000,0.51,QZA-F-02_QZA-F-01,6.021
Red Calidad Agua,Río Frío y Afluentes,Río Frío,RF-F-04,07/01/2015 12:00:00 AM,2015-07-09T00:00:00,7:41am,975,"  7° 4'4.58""N"," 73° 4'29.57""W",88,7.31,19.5,17.8,7.92,< 15,6.6,21.3,0.2,< 4.00,-,3.45,-,< 6.3,15.5,<20.0,106,7.21,-,-,-,-,-,2000,2000,0.52,RF-F-04_RF-F-03,5.794
Red Calidad Agua,Río Frío y Afluentes,Río Frío,RF-F-03,07/01/2015 12:00:00 AM,2015-07-09T00:00:00,12:00pm,786,"  7° 3'53.50""N"," 73° 7'10.95""W",221,7.66,29.3,24.7,6.71,21.4,13.6,206,0.4,< 4.00,-,4.1,-,< 6.3,12.2,<20.0,164,1.83,-,-,-,-,-,54000,35000,0.41,RF-F-04_RF-F-03 / RF-F-03_RF-F-02,6.763
Red Calidad Agua,Río Frío y Afluentes,Río Frío,RF-F-02,07/01/2015 12:00:00 AM,2015-07-09T00:00:00,2:40pm,764,"  7° 3'54.12""N"," 73° 7'31.19""W",133,7.8,28.5,26.1,6.81,< 15,6.2,209,0.4,< 4.00,-,5.06,-,< 6.3,11.5,<20.0,159,1.77,-,-,-,-,-,17000,17000,0.44,RF-F-03_RF-F-02 / RF-F-02_RF-G-02A ,4.58
Red Calidad Agua,Río Frío y Afluentes,Río Frío,RF-G-01,07/01/2015 12:00:00 AM,2015-07-09T00:00:00,4:00pm,701,"  7° 3'53.70""N"," 73° 9'54.01""W",1492,7.56,30.2,28.5,0,225.0,88.1,855,3.1,46.27,-,5.16,-,14.1,136,60.0,533,19,-,-,-,-,-,5400000,5400000,0.21,RF-G-02A_RF-G-01,2.608
Red Calidad Agua,Río Suratá y otras corrientes,Río Suratá,RSA-B-02,07/01/2015 12:00:00 AM,2015-07-07T00:00:00,12:10pm,658,"  7° 9'28.88""N"," 73° 7'45.38""W",551,7.66,24.7,22.1,5.18,76.0,19.1,328,0.5,8.82,-,4.09,-,6.9,90,29.3,278,22.4,-,-,0.007,< 0.0019,-,1600000,350000,0.3,RSA-B-02_RSA-B-01,2.28
Red Calidad Agua,Río Suratá y otras corrientes,Río Suratá,RSA-B-01,07/01/2015 12:00:00 AM,2015-07-07T00:00:00,11:20am,617,"  7° 9'58.10""N"," 73° 8'35.70""W",3078,7.72,24.3,21.5,6.5,38.8,8.3,278,0.3,< 4.00,-,4.58,-,< 6.3,64,<20.0,247,15.9,-,-,0.005,< 0.0019,-,790000,790000,0.41,RSA-B-02_RSA-B-01,2.28
Red Calidad Agua,Río de Oro,Río de Oro,RO-P-07,07/01/2015 12:00:00 AM,2015-07-06T00:00:00,1:30pm.,1026,"  6°59'23.24""N"," 73° 2'26.97""W",406,7.67,23.5,18.3,6.7,< 15,2.1,99.8,"< 0,1","<4,00",-,0.505,-,"< 6,3",18.2,"<20,0",91,2.15,-,-,-,-,-,1300,790,0.56,RO-P-07_RO-P-06,3.977
Red Calidad Agua,Río de Oro,Río de Oro,RO-P-06,07/01/2015 12:00:00 AM,2015-07-06T00:00:00,12:45pm,911,"  6°58'5.63""N"," 73° 3'37.30""W",631,7.45,27.3,18.5,3.86,150.0,67.2,230,"< 0,1",7.47,-,3.66,-,8,372,102.0,482,183,-,-,-,-,-,22000000,22000000,0.2,RO-P-07_RO-P-06 / RO-P-06_RO-P-06A,8.03
Red Calidad Agua,Río de Oro,Río de Oro,RO-G-05,07/01/2015 12:00:00 AM,2015-07-06T00:00:00,2:45pm.,733,"  7° 1'41.00""N"," 73° 9'54.08""W",878,7.72,32,27,6.5,< 15,5.8,266,1.1,4.61,-,5.23,-,< 6.3,< 10,<20.0,177,1.06,-,-,-,-,-,3500,3500,0.29,RO-G-05_RO-G-04,3.127
Red Calidad Agua,Río de Oro,Río de Oro,RO-G-04,07/01/2015 12:00:00 AM,2015-07-06T00:00:00,3:30pm,719,"  7° 2'55.60""N"," 73°10'4.04""W",872,7.66,31,26.5,6.09,< 15,5.6,317,1.3,4.36,-,5.75,-,< 6.3,< 10,<20.0,202,< 1.0,-,-,-,-,-,3500,3500,0.4,RO-G-05_RO-G-04 / RO-G-04_RO-G-03,10.026
Red Calidad Agua,Río de Oro,Río de Oro,RO-G-03,07/01/2015 12:00:00 AM,2015-07-06T00:00:00,4:20pm,653,"  7° 5'52.72""N"," 73°10'20.48""W",2659,7.63,26.3,25.6,0,254.0,99.3,834,2.6,41.12,-,4.37,-,19.9,107,63.0,536,19.8,-,-,-,-,-,4900000,2300000,0.24,RO-G-04_RO-G-03 / RO-G-03_RO-B-02 ,10.783999999999999
Red Calidad Agua,Río de Oro,Río de Oro,RO-B-02,07/01/2015 12:00:00 AM,2015-07-06T00:00:00,7:35am,653,"  7° 7'31.56""N"," 73° 9'39.31""W",2472,7.77,23.1,24.6,3.86,113.0,32.2,688,2.7,30.2,-,4.51,-,< 6.3,39.5,24.0,371,4.3,-,-,-,-,-,17000000,17000000,0.32,RO-G-03_RO-B-02 / RO-B-02_RO-B-01 ,9.171
Red Calidad Agua,Río de Oro,Río de Oro,RO-B-01,07/01/2015 12:00:00 AM,2015-07-06T00:00:00,9:20am,615,"  7° 9'57.14""N"," 73° 8'38.93""W",2287,7.62,23.1,24.8,1.83,118.0,32.1,752,2.2,34.9,-,5.08,-,<6.3,88,24.0,452,11.8,-,-,-,-,-,1600000,1600000,0.27,RO-B-02_RO-B-01,5.286
Red Calidad Agua,Escarpa,Quebrada Chimitá,QCA-B-01,08/01/2015 12:00:00 AM,2015-08-06T00:00:00,8:19am,689,"  7° 5'47.94""N"," 73° 9'56.19""W",468,7.86,26.3,25.6,5,113.0,47.9,837,1.3,29.3,-,5.24,-,6.3,300,54.0,724,107,-,-,-,-,-,4900000,2300000,0.21,QCA-B-01,0.778
Red Calidad Agua,Escarpa,Quebrada Cuyamita,QCY-B-01,08/01/2015 12:00:00 AM,2015-08-06T00:00:00,9:00am.,673,"  7° 6'38.29""N"," 73° 9'39.13""W",30,7.72,26.7,23.5,3.8,157.0,53.9,779,1.9,17.1,-,1.58,-,6.3,820,300.0,1227,815,-,-,-,-,-,1600000,1600000,0.18,QCY-B-01,1.089
Red Calidad Agua,Escarpa,Quebrada Las Navas,QLN-B-01,08/01/2015 12:00:00 AM,2015-08-06T00:00:00,10:04am,650,"  7° 8'15.31""N"," 73° 9'11.20""W",87,7.7,30.1,23.7,5.9,81.2,19,834,1.9,15.1,-,3.84,-,6.3,10,10.0,461,5.67,-,-,-,-,-,35000,35000,0.34,QLN-B-01,0.24
Red Calidad Agua,Escarpa,Quebrada Chapinero,QCH-B-01,08/01/2015 12:00:00 AM,2015-08-06T00:00:00,10:45am.,657,"  7° 8'32.04""N"," 73° 9'5.63""W",90,7.76,27,24.3,5.9,131.0,37.3,773,2.3,23.9,-,6.96,-,6.3,29,26.5,434,17.6,-,-,-,-,-,540000,350000,0.32,QCH-B-01,0.548
Red Calidad Agua,Escarpa,Quebrada La Picha,QLP-B-01,08/01/2015 12:00:00 AM,2015-08-06T00:00:00,11:00am,659,"  7° 8'55.76""N"," 73° 8'56.34""W",39,7.38,30.5,25.5,3.5,235.0,73.3,1026,1.5,8.5,-,0.5,-,13.6,9240,980.0,9625,2884,-,-,-,-,-,1600000,1600000,0.17,QLP-B-01,0.188
Red Calidad Agua,Quebrada La Iglesia y Afluentes,Quebrada La Flora,QLF-B-01,08/01/2015 12:00:00 AM,2015-08-05T00:00:00,,1009,"  7° 7'9.27""N"," 73° 6'17.28""W",7,6.68,26.3,22.4,6.9,45.9,15.5,517,0.6,<0.97,-,9.93,-,6.9,189,30.0,534,247,-,-,-,-,-,240000,240000,0.29,QLF-B-01,1.893
Red Calidad Agua,Quebrada La Iglesia y Afluentes,Quebrada la Cascada,QLC-B-01,08/01/2015 12:00:00 AM,2015-08-05T00:00:00,,947,"  7° 6'18.14""N"," 73° 6'18.88""W",17.2,7.97,23.7,22.7,5.49,27.8,7.2,367,0.1,0.97,-,15.6,-,6.3,<10,<10,251,1.92,-,-,-,-,-,68,68,0.48,QLC-B-01,0.402
